item_id,category,name,subtype,rarity,attunement,consumable,source,heliana_n,heliana_recipes,notes,rarity_norm,category_norm,attunement_norm,source_ref,power_band
spear_of_gael_wode,Weapon,Spear of Gael Wode,Spear,Legendary,Required,False,WEL,0,,"This spear was awarded to Vairae in recognition of their accomplishments on the battlefield, but it now lies discarded in the High Mage’s vaults.",legendary,weapon,yes,WEL,5
lava_crucible,Wondrous Item,Lava Crucible,,Legendary,Required,False,WEL,0,,"This 1-foot-diameter bowl is made of scorched and polished red dragon scales and engraved with fiery red runes on its exterior. While you carry the crucible, you are immune to fire damage and can speak and understand Draconic and Ignan.",legendary,wondrous,yes,WEL,5
xaantikorijek_s_looking_glass,Wondrous Item,Xaantikorijek’s Looking Glass,,Very Rare,Required,False,WEL,0,,"This handheld silver mirror is made from a portion of Xaantikorijek’s Glass Cavern, and the back shows his thoughtful visage. While you carry the mirror, you are resistant to lightning and thunder damage.",very rare,wondrous,yes,WEL,4
sun_eater_staff,Staff,Sun Eater Staff,,Rare,Required,False,WEL,0,,"This lengthy staff of black wood has veins of black opal and obsidian running through it, and it feels cool to the touch. This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it.",rare,staff,yes,WEL,3
draconic_visage,Wondrous Item,Draconic Visage,,Very Rare,Required,False,WEL,0,,"This mask bears the visage of a fearsome white-scaled dragon. When you finish a long rest, you can change the color of the mask’s scales to another color on the Draconic Visage Color table.",very rare,wondrous,yes,WEL,4
the_closing_argument,Wondrous Item,The Closing Argument,,Very Rare,,False,WEL,0,,Display in VTT,very rare,wondrous,no,WEL,4
kinesthetic_projection,Weapon,Kinesthetic Projection,Shortsword,Very Rare,Required,False,WEL,0,,"Many warriors claim the sword they wield is an extension of themself—an allegory at best. But this shortsword, forged from viscera, bone, and shattered psyches, makes the statement literal. The sword’s bony blade narrows into a handle, wrapped in fleshy tendrils.",very rare,weapon,yes,WEL,4
rod_of_the_sovereigns_servant,Rod,Rod of the Sovereigns’ Servant,,Very Rare,Required,False,WEL,0,,"While holding this rod of blackened bone, you can cast the speak with dead spell without expending a spell slot.",very rare,rod,yes,WEL,4
wand_of_restoration,Wand,Wand of Restoration,,Rare,Required,False,WEL,0,,"This wand has 6 charges. While holding it, you can use an action to expend 2 of its charges to cast the lesser restoration spell from it, or 4 charges to cast the greater restoration spell from it.",rare,wand,yes,WEL,3
soul_lamp,Wondrous Item,Soul Lamp,,Rare,Required,False,WEL,0,,Soul Lamp,rare,wondrous,yes,WEL,3
sands_of_war,Wondrous Item,Sands of War,,Rare,Required,False,WEL,0,,"This sand table is filled with black volcanic sand. It is 15 feet long, 5 feet wide, and 3 feet tall. While you touch the table, you have advantage on Intelligence (History) checks to recall military lore and on Charisma (Intimidation) checks.",rare,wondrous,yes,WEL,3
nine_lives,Weapon,Nine Lives,Longsword,Rare,Required,False,WEL,0,,The black pommel of Baron Uthrak’s longsword is set with nine bloodstone gems: three gray and six red.,rare,weapon,yes,WEL,3
psi_lenses,Wondrous Item,Psi Lenses,,Uncommon,,False,WEL,0,,"Psi lenses come in pairs, with each shard of iridescent glass made to fit flush with the other’s irregularly chiseled edge. When you touch one lens while the other is on the same plane of existence as you, you can use an action to teleport to the space containing the other lens, or the closest unocc",uncommon,wondrous,no,WEL,2
monocle_of_secrets,Wondrous Item,Monocle of Secrets,,Uncommon,,False,WEL,0,,"While you wear this gold-rimmed monocle, you have advantage on ability checks made to find secret doors and traps.",uncommon,wondrous,no,WEL,2
frog_prince_statuette,Wondrous Item,Frog Prince Statuette,,Rare,,False,VSoSPP,0,,"While holding this clay statuette of a frog, you can speak its command word and kiss it to cast the spell Mandy’s Feral Follower, transforming the statuette into a Commoner. The commoner created by the statuette retains the memories of each time it is transformed, no matter what appearance you ascri",rare,wondrous,no,VSoSPP,3
leonora_s_throne_of_indolence,Wondrous Item,Leonora’s Throne of Indolence,,Very Rare,Required,False,VSoSPP,0,,Display in VTT,very rare,wondrous,yes,VSoSPP,4
memento_mori,Wondrous Item,Memento Mori,,Rare,,False,VSoSPP,0,,Display in VTT,rare,wondrous,no,VSoSPP,3
portable_cannonballs,Weapon,Portable Cannonballs,Bullet,Uncommon,,False,VSoSPP,0,,Display in VTT,uncommon,weapon,no,VSoSPP,2
ring_of_barrels,Ring,Ring of Barrels,,Uncommon,Required,False,VSoSPP,0,,"This ring has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the ring, you can take a Magic action and expend 1–3 charges to summon a number of empty Barrels in spaces within 5 feet of you equal to the number of charges expended. A Barrel provides Half Cover to a Medium or s",uncommon,ring,yes,VSoSPP,2
mimir,Wondrous Item,Mimir,,Rare,Required,False,SatO,0,,This skull-shaped device is filled with knowledge. The device weighs 5 pounds and is covered with subtle etchings of planar sigils.,rare,wondrous,yes,SatO,3
portal_compass,Wondrous Item,Portal Compass,,Uncommon,,False,SatO,0,,"This portable arcane instrument points in the direction of the last portal it passed through while it and the portal are on the same plane of existence. If that portal no longer exists, the needle becomes static until the compass passes through a new portal.",uncommon,wondrous,no,SatO,2
sensory_stone,Wondrous Item,Sensory Stone,,Uncommon,,False,SatO,0,,"This small, smooth stone contains the essence of a single experience.",uncommon,wondrous,no,SatO,2
flying_citadel_helm,Wondrous Item,Flying Citadel Helm,,Very Rare,Required,False,SatO,0,,"The function of this ornate chair is to propel and maneuver a flying citadel on which it has been installed. The chair has AC 15, 18 hit points, and immunity to poison and psychic damage. It is destroyed if reduced to 0 hit points.",very rare,wondrous,yes,SatO,4
kagonesti_forest_shroud,Wondrous Item,Kagonesti Forest Shroud,,Rare,Required,False,SatO,0,,"This cloak appears to be made of autumnal leaves woven together. While you wear this cloak, you have advantage on Dexterity (Stealth) checks, and you can use a bonus action to magically teleport, along with any equipment you are wearing or carrying, to an unoccupied space you can see within 30 feet ",rare,wondrous,yes,SatO,3
mirror_of_reflected_pasts,Wondrous Item,Mirror of Reflected Pasts,,Very Rare,Required,False,SatO,0,,"This mirror of elven design allows those who stare into it to reflect on positive memories. The 3-foot-tall mirror weighs 25 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed if reduced to 0 hit points.",very rare,wondrous,yes,SatO,4
arcane_battery,Wondrous Item,Arcane Battery,,Uncommon,,False,SatO,0,,"This smooth, oval stone is etched with faintly glowing, magical symbols. While holding the battery, you can take a Magic action to touch the battery to one magic item. If that magic item normally regains expended charges daily, it immediately regains 1d4 + 1 expended charges, and the battery loses i",uncommon,wondrous,no,SatO,2
brooch_of_the_elements,Wondrous Item,Brooch of the Elements,,Rare,Required,False,SatO,0,,The central jewel of this butterfly-shaped brooch swirls with multicolored iridescence.,rare,wondrous,yes,SatO,3
fork_of_eddy_summoning,Wondrous Item,Fork of Eddy Summoning,,Rare,,False,SatO,0,,"This Tiny tuning fork crackles with harmless, multicolored magical energy. As a Magic action, you can tap the fork against any object to summon an Eldritch Eddy (see appendix B). The eddy appears in an unoccupied space as close to you as possible. The eddy is Friendly to you and your allies, and it ",rare,wondrous,no,SatO,3
hat_of_vortexes,Wondrous Item,Hat of Vortexes,,Uncommon,Required,False,SatO,0,,"This hat has 3 charges and regains all expended charges daily at dawn. You can take a Magic action and expend 1 charge while holding the hat to release a magical vortex from it. The vortex fills a 10-foot Cube originating from you and lasts for 1 hour. While the vortex is present, its area is Diffic",uncommon,wondrous,yes,SatO,2
magen_handbell,Wondrous Item,Magen Handbell,,Rare,,False,SatO,0,,"While holding this brass handbell, you can take a Magic action to ring it and summon a Terran Magen (see appendix B). The magen appears in an unoccupied space you choose within 30 feet of yourself, understands your languages, obeys your commands, and takes its turn immediately after you on your Init",rare,wondrous,no,SatO,3
mask_of_changed_appearance,Wondrous Item,Mask of Changed Appearance,,Common,,False,SatO,0,,"This jeweled mask has 3 charges. As a Magic action, you can expend 1 charge and change your face’s appearance. You can’t make yourself look like a different person, but you can smooth or deepen your wrinkles, whiten your teeth, hide or accentuate bags under your eyes, or perform other minor cosmetic",common,wondrous,no,SatO,1
mythallar_bracelet,Wondrous Item,Mythallar Bracelet,,Common,,False,SatO,0,,"Three small, crystal beads made from a decommissioned mythallar are strung on this leather bracelet. As a Magic action, you can pluck one bead from the bracelet to gain Advantage on Strength (Athletics) checks for 1 minute.",common,wondrous,no,SatO,1
mythallar_cloak,Wondrous Item,Mythallar Cloak,,Rare,Required,False,SatO,0,,This electric-blue cloak is studded with sewn-in crystals that are shards of a decommissioned mythallar. The cloak has 10 charges and regains 1d10 expended charges daily at dawn.,rare,wondrous,yes,SatO,3
guild_signet,Ring,Guild Signet,,Uncommon,Required,False,DMG,0,,"This ring, adorned with the symbol of a guild, allows you to cast one spell closely associated with that guild, as shown in the Guild Signet Spells table. A guild signet is sometimes awarded to a guild member whose renown score in that guild is 5 or higher, as a reward for performing special service",uncommon,ring,yes,DMG,2
illusionist_s_bracers,Wondrous Item,Illusionist’s Bracers,,Very Rare,Required,False,DMG,0,,"A powerful illusionist of House Dimir originally developed these bracers, which enabled her to create multiple minor illusions at once. The bracers’ power, though, extends far beyond illusions.",very rare,wondrous,yes,DMG,4
terese_nielsen,Wondrous Item,Terese Nielsen,,Uncommon,Required,False,DMG,0,,"Innovation is a dangerous pursuit, at least the way the mages of the Izzet League engage in it. As protection against the risk of an experiment going awry, they have developed a device to help channel and control their magic. This apparatus is a collection of leather straps, flexible tubing, glass c",uncommon,wondrous,yes,DMG,2
mizzium_armor,Armor,Mizzium Armor,,Rare,,False,DMG,0,,"This suit of armor is reinforced with a magically enhanced metal alloy called mizzium, which is made in Izzet foundries. While you’re wearing the armor, any critical hit against you becomes a normal hit. In addition, when you are subjected to a magical effect that allows you to make a Strength or Co",rare,armor,no,DMG,3
mizzium_mortar,Wondrous Item,Mizzium Mortar,,Rare,,False,DMG,0,,"This short tube, about 2 feet long and 6 inches in diameter, is made from mizzium, a magically enhanced metal alloy forged by the Izzet League. The end that’s pointed toward a target is open, and a glowing ball of molten metal can be seen at the other end as long as the mortar has at least 1 charge ",rare,wondrous,no,DMG,3
scott_murphy,Wondrous Item,SCOTT Murphy,,Common,,False,DMG,0,,"This thick, black paint is stored in a small jar, containing enough paint to apply moodmarks to one creature. The paint is dabbed on the face in spots or markings that often resemble the eyes of insects or spiders. Applying the paint in this way takes 1 minute.",common,wondrous,no,DMG,1
pariah_s_shield,Armor,Pariah’s Shield,shield,Rare,Required,False,DMG,0,,"Soldiers of the Boros Legion consider it an honor to bear this shield, even knowing that it might be the last honor they receive. The front of the shield is sculpted to depict a grieving human face.",rare,shield,yes,DMG,3
peregrine_mask,Wondrous Item,Peregrine Mask,,Very Rare,Required,False,DMG,0,,"While wearing this winged helm, you have a flying speed of 60 feet. In addition, you have advantage on initiative rolls.",very rare,wondrous,yes,DMG,4
