item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
molten_bronze_skin,Molten Bronze Skin,Armor,,Rare,Required,False,MOoT,True,"This magical armor appears as a jug of molten bronze. When you attune to it, the bronze adheres and contours to your skin. The armor can be worn under normal clothes, but it doesn’t impede bodily functions. Once you put it on, it can’t be removed unless you choose to do so.",Requires Attunement,rare,armor,yes,MOoT,3
potion_of_aqueous_form,Potion of Aqueous Form,Potion,,Rare,,True,MOoT,True,"When you drink this potion, you transform into a pool of water. You return to your true form after 10 minutes or if you are incapacitated or die.",,rare,potion,no,MOoT,1
pyxis_of_pandemonium,Pyxis of Pandemonium,Wondrous Item,,Legendary,,False,MOoT,True,A creature that touches this ornate wooden vessel for 1 minute gains the benefits of a short rest. That creature also gains the effects of the bless spell until the creature finishes a short or long rest. The creature can’t gain these benefits again until it finishes a long rest.,,legendary,wondrous,no,MOoT,5
siren_song_lyre,Siren Song Lyre,Wondrous Item,,Rare,Required,False,MOoT,True,"You can use an action to play this lyre and cast one of the following spells from it: animal friendship, charm person, enthrall, suggestion. If the spell requires a saving throw, the spell save DC is 13.",Requires Attunement,rare,wondrous,yes,MOoT,3
sling_bullets_of_althemone,Sling Bullets of Althemone,Weapon,sling bullet,Very Rare,,False,MOoT,True,"The sling bullets come in a pouch, which contains 1d4 + 4 bullets. Roll on the Magic Sling Bullets table for each bullet to determine its magical property.",,very rare,weapon,no,MOoT,4
two_birds_sling,Two-Birds Sling,Weapon,sling,Rare,,False,MOoT,True,You have a +1 bonus to attack and damage rolls made with this weapon.,,rare,weapon,no,MOoT,3
yeong_hao_han,(yeong-Hao HAN),Weapon,warhammer,Artifact,Required,False,MOoT,True,"Purphoros’s hammer works wonders and disasters, the god of the forge using it to craft ground-breaking marvels and dangerous inventions in equal measure. Purphoros rarely bestows Akmon on mortals but occasionally leaves it unattended at his forge in Mount Velus. When Purphoros does permit a mortal t",Requires Attunement,artifact,weapon,yes,MOoT,5
ephixis_bow_of_nylea,"Ephixis, Bow of Nylea",Weapon,shortbow,Artifact,Required,False,MOoT,True,"Nylea wields the shortbow Ephixis, the bow whose arrows herald the turning of the seasons. Nylea is quick to let her favored followers borrow her bow, particularly when they intend to use it to perform great deeds, put an end to foul creatures, or cast down the arrogant.",Requires Attunement,artifact,weapon,yes,MOoT,5
khrusor_spear_of_heliod,"Khrusor, Spear of Heliod",Weapon,spear,Artifact,Required,False,MOoT,True,"Heliod wields Khrusor, a spear blessed with the power of the sun. In his hands, it can be pitched from Nyx to any point on Theros. When Heliod lends his weapon to a mortal, it’s typically so they can perform some great work in his name or as a test of their worthiness.",Requires Attunement,artifact,weapon,yes,MOoT,5
foresight_weapon,Foresight Weapon,Weapon,Any,Very Rare,Required,False,WEL,True,"This weapon’s haft is engraved with sigils of divination. You have a +1 bonus to attack and damage rolls made with this magic weapon. In combat, the weapon imparts subtle hints of the future to you, letting you predict a foe’s defensive movements when you initially engage them. The first time you at",Requires Attunement,very rare,weapon,yes,WEL,4
spear_of_gael_wode,Spear of Gael Wode,Weapon,Spear,Legendary,Required,False,WEL,True,"This spear was awarded to Vairae in recognition of their accomplishments on the battlefield, but it now lies discarded in the High Mage’s vaults.",Requires Attunement,legendary,weapon,yes,WEL,5
lava_crucible,Lava Crucible,Wondrous Item,,Legendary,Required,False,WEL,True,"This 1-foot-diameter bowl is made of scorched and polished red dragon scales and engraved with fiery red runes on its exterior. While you carry the crucible, you are immune to fire damage and can speak and understand Draconic and Ignan.",Requires Attunement,legendary,wondrous,yes,WEL,5
xaantikorijek_s_looking_glass,Xaantikorijek’s Looking Glass,Wondrous Item,,Very Rare,Required,False,WEL,True,"This handheld silver mirror is made from a portion of Xaantikorijek’s Glass Cavern, and the back shows his thoughtful visage. While you carry the mirror, you are resistant to lightning and thunder damage.",Requires Attunement,very rare,wondrous,yes,WEL,4
sun_eater_staff,Sun Eater Staff,Staff,,Rare,Required,False,WEL,True,"This lengthy staff of black wood has veins of black opal and obsidian running through it, and it feels cool to the touch. This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it.",Requires Attunement,rare,staff,yes,WEL,3
draconic_visage,Draconic Visage,Wondrous Item,,Very Rare,Required,False,WEL,True,"This mask bears the visage of a fearsome white-scaled dragon. When you finish a long rest, you can change the color of the mask’s scales to another color on the Draconic Visage Color table.",Requires Attunement,very rare,wondrous,yes,WEL,4
the_closing_argument,The Closing Argument,Wondrous Item,,Very Rare,,False,WEL,True,Display in VTT,,very rare,wondrous,no,WEL,4
kinesthetic_projection,Kinesthetic Projection,Weapon,Shortsword,Very Rare,Required,False,WEL,True,"Many warriors claim the sword they wield is an extension of themself—an allegory at best. But this shortsword, forged from viscera, bone, and shattered psyches, makes the statement literal. The sword’s bony blade narrows into a handle, wrapped in fleshy tendrils.",Requires Attunement,very rare,weapon,yes,WEL,4
rod_of_the_sovereigns_servant,Rod of the Sovereigns’ Servant,Rod,,Very Rare,Required,False,WEL,True,"While holding this rod of blackened bone, you can cast the speak with dead spell without expending a spell slot.",Requires Attunement,very rare,rod,yes,WEL,4
wand_of_restoration,Wand of Restoration,Wand,,Rare,Required,False,WEL,True,"This wand has 6 charges. While holding it, you can use an action to expend 2 of its charges to cast the lesser restoration spell from it, or 4 charges to cast the greater restoration spell from it.",Requires Attunement,rare,wand,yes,WEL,3
soul_lamp,Soul Lamp,Wondrous Item,,Rare,Required,False,WEL,True,Soul Lamp,Requires Attunement,rare,wondrous,yes,WEL,3
sands_of_war,Sands of War,Wondrous Item,,Rare,Required,False,WEL,True,"This sand table is filled with black volcanic sand. It is 15 feet long, 5 feet wide, and 3 feet tall. While you touch the table, you have advantage on Intelligence (History) checks to recall military lore and on Charisma (Intimidation) checks.",Requires Attunement,rare,wondrous,yes,WEL,3
nine_lives,Nine Lives,Weapon,Longsword,Rare,Required,False,WEL,True,The black pommel of Baron Uthrak’s longsword is set with nine bloodstone gems: three gray and six red.,Requires Attunement,rare,weapon,yes,WEL,3
psi_lenses,Psi Lenses,Wondrous Item,,Uncommon,,False,WEL,True,"Psi lenses come in pairs, with each shard of iridescent glass made to fit flush with the other’s irregularly chiseled edge. When you touch one lens while the other is on the same plane of existence as you, you can use an action to teleport to the space containing the other lens, or the closest unocc",,uncommon,wondrous,no,WEL,2
monocle_of_secrets,Monocle of Secrets,Wondrous Item,,Uncommon,,False,WEL,True,"While you wear this gold-rimmed monocle, you have advantage on ability checks made to find secret doors and traps.",,uncommon,wondrous,no,WEL,2
frog_prince_statuette,Frog Prince Statuette,Wondrous Item,,Rare,,False,VSoSPP,True,"While holding this clay statuette of a frog, you can speak its command word and kiss it to cast the spell Mandy’s Feral Follower, transforming the statuette into a Commoner. The commoner created by the statuette retains the memories of each time it is transformed, no matter what appearance you ascri",,rare,wondrous,no,VSoSPP,3
leonora_s_throne_of_indolence,Leonora’s Throne of Indolence,Wondrous Item,,Very Rare,Required,False,VSoSPP,True,Display in VTT,Requires Attunement,very rare,wondrous,yes,VSoSPP,4
memento_mori,Memento Mori,Wondrous Item,,Rare,,False,VSoSPP,True,Display in VTT,,rare,wondrous,no,VSoSPP,3
portable_cannonballs,Portable Cannonballs,Weapon,Bullet,Uncommon,,False,VSoSPP,True,Display in VTT,,uncommon,weapon,no,VSoSPP,2
ring_of_barrels,Ring of Barrels,Ring,,Uncommon,Required,False,VSoSPP,True,"This ring has 6 charges and regains 1d6 expended charges daily at dawn. While wearing the ring, you can take a Magic action and expend 1–3 charges to summon a number of empty Barrels in spaces within 5 feet of you equal to the number of charges expended. A Barrel provides Half Cover to a Medium or s",Requires Attunement,uncommon,ring,yes,VSoSPP,2
mimir,Mimir,Wondrous Item,,Rare,Required,False,SatO,True,This skull-shaped device is filled with knowledge. The device weighs 5 pounds and is covered with subtle etchings of planar sigils.,Requires Attunement,rare,wondrous,yes,SatO,3
portal_compass,Portal Compass,Wondrous Item,,Uncommon,,False,SatO,True,"This portable arcane instrument points in the direction of the last portal it passed through while it and the portal are on the same plane of existence. If that portal no longer exists, the needle becomes static until the compass passes through a new portal.",,uncommon,wondrous,no,SatO,2
sensory_stone,Sensory Stone,Wondrous Item,,Uncommon,,False,SatO,True,"This small, smooth stone contains the essence of a single experience.",,uncommon,wondrous,no,SatO,2
flying_citadel_helm,Flying Citadel Helm,Wondrous Item,,Very Rare,Required,False,SatO,True,"The function of this ornate chair is to propel and maneuver a flying citadel on which it has been installed. The chair has AC 15, 18 hit points, and immunity to poison and psychic damage. It is destroyed if reduced to 0 hit points.",Requires Attunement,very rare,wondrous,yes,SatO,4
kagonesti_forest_shroud,Kagonesti Forest Shroud,Wondrous Item,,Rare,Required,False,SatO,True,"This cloak appears to be made of autumnal leaves woven together. While you wear this cloak, you have advantage on Dexterity (Stealth) checks, and you can use a bonus action to magically teleport, along with any equipment you are wearing or carrying, to an unoccupied space you can see within 30 feet ",Requires Attunement,rare,wondrous,yes,SatO,3
mirror_of_reflected_pasts,Mirror of Reflected Pasts,Wondrous Item,,Very Rare,Required,False,SatO,True,"This mirror of elven design allows those who stare into it to reflect on positive memories. The 3-foot-tall mirror weighs 25 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed if reduced to 0 hit points.",Requires Attunement,very rare,wondrous,yes,SatO,4
arcane_battery,Arcane Battery,Wondrous Item,,Uncommon,,False,SatO,True,"This smooth, oval stone is etched with faintly glowing, magical symbols. While holding the battery, you can take a Magic action to touch the battery to one magic item. If that magic item normally regains expended charges daily, it immediately regains 1d4 + 1 expended charges, and the battery loses i",,uncommon,wondrous,no,SatO,2
brooch_of_the_elements,Brooch of the Elements,Wondrous Item,,Rare,Required,False,SatO,True,The central jewel of this butterfly-shaped brooch swirls with multicolored iridescence.,Requires Attunement,rare,wondrous,yes,SatO,3
fork_of_eddy_summoning,Fork of Eddy Summoning,Wondrous Item,,Rare,,False,SatO,True,"This Tiny tuning fork crackles with harmless, multicolored magical energy. As a Magic action, you can tap the fork against any object to summon an Eldritch Eddy (see appendix B). The eddy appears in an unoccupied space as close to you as possible. The eddy is Friendly to you and your allies, and it ",,rare,wondrous,no,SatO,3
hat_of_vortexes,Hat of Vortexes,Wondrous Item,,Uncommon,Required,False,SatO,True,"This hat has 3 charges and regains all expended charges daily at dawn. You can take a Magic action and expend 1 charge while holding the hat to release a magical vortex from it. The vortex fills a 10-foot Cube originating from you and lasts for 1 hour. While the vortex is present, its area is Diffic",Requires Attunement,uncommon,wondrous,yes,SatO,2
